Gene stable ID,Zebra finch gene stable ID,Zebra finch gene name,Zebra finch homology type,Great Tit gene stable ID,Great Tit gene name,Great Tit homology type,Kakapo gene stable ID,Kakapo gene name,Kakapo homology type,Gene name
ENSGALG00010022486,ENSTGUG00000007070,,ortholog_one2one,,,,,,,FAM183A
ENSGALG00010022489,ENSTGUG00000010822,NUSAP1,ortholog_one2one,ENSPMJG00000014408,NUSAP1,ortholog_one2one,ENSSHBG00005001447,NUSAP1,ortholog_one2one,NUSAP1
ENSGALG00010022505,,,,ENSPMJG00000015371,ZNF511,ortholog_one2one,ENSSHBG00005020265,ZNF511,ortholog_one2one,ZNF511
ENSGALG00010022506,ENSTGUG00000007072,EBNA1BP2,ortholog_one2one,ENSPMJG00000019481,EBNA1BP2,ortholog_one2one,ENSSHBG00005014768,EBNA1BP2,ortholog_one2one,EBNA1BP2
ENSGALG00010022513,ENSTGUG00000010829,NDUFAF1,ortholog_one2one,ENSPMJG00000014409,NDUFAF1,ortholog_one2one,ENSSHBG00005001516,NDUFAF1,ortholog_one2one,NDUFAF1
ENSGALG00010022521,ENSTGUG00000010837,RTF1,ortholog_one2one,ENSPMJG00000014410,RTF1,ortholog_one2one,ENSSHBG00005001549,RTF1,ortholog_one2one,RTF1
ENSGALG00010022534,ENSTGUG00000007089,CFAP57,ortholog_one2one,ENSPMJG00000019482,CFAP57,ortholog_one2one,ENSSHBG00005014776,CFAP57,ortholog_one2one,CFAP57
ENSGALG00010022544,ENSTGUG00000013365,SPICE1,ortholog_one2one,ENSPMJG00000010354,SPICE1,ortholog_one2one,ENSSHBG00005008191,SPICE1,ortholog_one2one,SPICE1
ENSGALG00010022545,ENSTGUG00000005010,CSTF3,ortholog_one2one,ENSPMJG00000001761,CSTF3,ortholog_one2one,ENSSHBG00005011527,CSTF3,ortholog_one2one,CSTF3
ENSGALG00010022554,ENSTGUG00000006921,SCG3,ortholog_one2one,ENSPMJG00000018500,SCG3,ortholog_one2one,ENSSHBG00005006627,SCG3,ortholog_one2one,SCG3
ENSGALG00010022585,ENSTGUG00000008746,CIR1,ortholog_one2one,ENSPMJG00000018569,CIR1,ortholog_one2one,ENSSHBG00005003557,CIR1,ortholog_one2one,CIR1
ENSGALG00010022614,ENSTGUG00000007011,DAO,ortholog_one2one,ENSPMJG00000008241,DAO,ortholog_one2one,ENSSHBG00005006570,DAO,ortholog_one2one,DAO
ENSGALG00010022625,ENSTGUG00000021656,,ortholog_one2one,ENSPMJG00000010406,,ortholog_one2one,ENSSHBG00005008252,,ortholog_one2one,
ENSGALG00010022647,ENSTGUG00000024170,,ortholog_one2one,ENSPMJG00000001947,,ortholog_one2one,ENSSHBG00005014825,,ortholog_one2one,SVIP
ENSGALG00010022664,ENSTGUG00000003820,TRPC4AP,ortholog_one2one,ENSPMJG00000002524,TRPC4AP,ortholog_one2one,ENSSHBG00005008644,TRPC4AP,ortholog_one2one,TRPC4AP
ENSGALG00010022666,ENSTGUG00000005680,,ortholog_one2one,ENSPMJG00000014219,,ortholog_one2one,ENSSHBG00005001066,,ortholog_one2one,
ENSGALG00010022718,ENSTGUG00000009701,C12orf43,ortholog_one2one,ENSPMJG00000018012,C12orf43,ortholog_one2one,ENSSHBG00005010470,C12orf43,ortholog_one2one,C12orf43
ENSGALG00010022792,ENSTGUG00000010493,DDB2,ortholog_one2one,ENSPMJG00000012286,DDB2,ortholog_one2one,ENSSHBG00005003396,DDB2,ortholog_one2one,DDB2
ENSGALG00010022826,ENSTGUG00000007306,SNORC,ortholog_one2one,ENSPMJG00000017094,SNORC,ortholog_one2one,ENSSHBG00005015513,SNORC,ortholog_one2one,SNORC
ENSGALG00010022948,ENSTGUG00000008532,PDZK1IP1,ortholog_one2one,ENSPMJG00000000226,PDZK1IP1,ortholog_one2one,ENSSHBG00005007075,PDZK1IP1,ortholog_one2one,PDZK1IP1
ENSGALG00010022956,ENSTGUG00000003586,PBLD,ortholog_one2one,ENSPMJG00000013968,PBLD,ortholog_one2one,ENSSHBG00005010373,PBLD,ortholog_one2one,PBLD
ENSGALG00010023016,,,,ENSPMJG00000017651,,ortholog_one2one,ENSSHBG00005010629,,ortholog_one2one,
ENSGALG00010023016,,,,ENSPMJG00000017651,,ortholog_one2one,ENSSHBG00005010629,,ortholog_one2one,
ENSGALG00010023046,ENSTGUG00000006907,SLC7A6OS,ortholog_one2one,ENSPMJG00000001179,SLC7A6OS,ortholog_one2one,ENSSHBG00005005133,SLC7A6OS,ortholog_one2one,SLC7A6OS
ENSGALG00010023068,ENSTGUG00000011794,CDPF1,ortholog_one2one,,,,ENSSHBG00005005851,CDPF1,ortholog_one2one,CDPF1
ENSGALG00010023073,ENSTGUG00000008179,POMGNT1,ortholog_one2one,ENSPMJG00000019610,POMGNT1,ortholog_one2one,ENSSHBG00005005775,POMGNT1,ortholog_one2one,POMGNT1
ENSGALG00010023090,ENSTGUG00000008262,LRRC41,ortholog_one2one,ENSPMJG00000019615,LRRC41,ortholog_one2one,ENSSHBG00005005972,LRRC41,ortholog_one2one,LRRC41
ENSGALG00010023093,ENSTGUG00000024631,POP5,ortholog_one2one,ENSPMJG00000018005,POP5,ortholog_one2one,ENSSHBG00005010759,POP5,ortholog_one2one,POP5
ENSGALG00010023102,ENSTGUG00000009579,RNF10,ortholog_one2one,ENSPMJG00000017936,RNF10,ortholog_one2one,ENSSHBG00005010801,RNF10,ortholog_one2one,RNF10
ENSGALG00010023114,ENSTGUG00000008278,UQCRH,ortholog_one2one,ENSPMJG00000019616,,ortholog_one2one,ENSSHBG00005006002,,ortholog_one2one,UQCRHL
ENSGALG00010023135,ENSTGUG00000022921,GINS3,ortholog_one2one,ENSPMJG00000014038,GINS3,ortholog_one2one,ENSSHBG00005002255,GINS3,ortholog_one2one,GINS3
ENSGALG00010023163,ENSTGUG00000009582,CRTAC1,ortholog_one2one,ENSPMJG00000004009,CRTAC1,ortholog_one2one,ENSSHBG00005020869,CRTAC1,ortholog_one2one,CRTAC1
ENSGALG00010023213,ENSTGUG00000006176,FCSK,ortholog_one2one,ENSPMJG00000000390,FCSK,ortholog_one2one,ENSSHBG00005001918,FCSK,ortholog_one2one,FCSK
ENSGALG00010023238,ENSTGUG00000008639,NUCB2,ortholog_one2one,ENSPMJG00000008588,NUCB2,ortholog_one2one,ENSSHBG00005000815,NUCB2,ortholog_one2one,NUCB2
ENSGALG00010023299,ENSTGUG00000006279,PASK,ortholog_one2one,ENSPMJG00000013404,PASK,ortholog_one2one,ENSSHBG00005018439,PASK,ortholog_one2one,PASK
ENSGALG00010023307,ENSTGUG00000004600,TERB2,ortholog_one2one,ENSPMJG00000007314,TERB2,ortholog_one2one,ENSSHBG00005014524,TERB2,ortholog_one2one,TERB2
ENSGALG00010023334,ENSTGUG00000004581,RPS17,ortholog_one2one,ENSPMJG00000007315,,ortholog_one2one,ENSSHBG00005014506,,ortholog_one2one,RPS17
ENSGALG00010023359,ENSTGUG00000013300,CDCA3,ortholog_one2one,,,,ENSSHBG00005007275,CDCA3,ortholog_one2one,CDCA3
ENSGALG00010023377,ENSTGUG00000005342,OSER1,ortholog_one2one,ENSPMJG00000004288,OSER1,ortholog_one2one,ENSSHBG00005000902,OSER1,ortholog_one2one,OSER1
ENSGALG00010023455,,,,,,,ENSSHBG00005010819,CFDP1,ortholog_one2one,CFDP1
ENSGALG00010023456,,,,ENSPMJG00000008044,MPI,ortholog_one2one,ENSSHBG00005018249,MPI,ortholog_one2one,MPI
ENSGALG00010023456,,,,ENSPMJG00000008044,MPI,ortholog_one2one,ENSSHBG00005018249,MPI,ortholog_one2one,MPI
ENSGALG00010023518,ENSTGUG00000007994,METTL5,ortholog_one2one,ENSPMJG00000018738,METTL5,ortholog_one2one,ENSSHBG00005004825,METTL5,ortholog_one2one,METTL5
ENSGALG00010023522,ENSTGUG00000013271,EMG1,ortholog_one2one,ENSPMJG00000007001,EMG1,ortholog_one2one,ENSSHBG00005007480,EMG1,ortholog_one2one,EMG1
ENSGALG00010023555,ENSTGUG00000007688,HPS4,ortholog_one2one,ENSPMJG00000013389,HPS4,ortholog_one2one,ENSSHBG00005007845,,ortholog_one2one,HPS4
ENSGALG00010023578,ENSTGUG00000007706,SRRD,ortholog_one2one,,,,ENSSHBG00005007783,SRRD,ortholog_one2one,SRRD
ENSGALG00010023646,ENSTGUG00000005034,DPH5,ortholog_one2one,ENSPMJG00000019317,DPH5,ortholog_one2one,ENSSHBG00005011352,DPH5,ortholog_one2one,DPH5
ENSGALG00010023658,,,,ENSPMJG00000002197,,ortholog_one2one,,,,
ENSGALG00010023665,ENSTGUG00000028626,C16orf87,ortholog_one2one,ENSPMJG00000002939,C16orf87,ortholog_one2one,ENSSHBG00005018717,C16orf87,ortholog_one2one,C16orf87
ENSGALG00010023666,ENSTGUG00000021694,C15orf39,ortholog_one2one,ENSPMJG00000008058,C15orf39,ortholog_one2one,ENSSHBG00005018228,,ortholog_one2one,C15orf39
ENSGALG00010023676,ENSTGUG00000007922,,ortholog_one2one,ENSPMJG00000018742,,ortholog_one2one,ENSSHBG00005004877,,ortholog_one2one,
ENSGALG00010023733,ENSTGUG00000008874,ORC6,ortholog_one2one,ENSPMJG00000002970,ORC6,ortholog_one2one,,,,ORC6
ENSGALG00010023733,ENSTGUG00000008874,ORC6,ortholog_one2one,ENSPMJG00000002970,ORC6,ortholog_one2one,,,,ORC6
ENSGALG00010023783,ENSTGUG00000008891,VPS35,ortholog_one2one,ENSPMJG00000002974,VPS35,ortholog_one2one,,,,VPS35
ENSGALG00010023783,ENSTGUG00000008891,VPS35,ortholog_one2one,ENSPMJG00000002974,VPS35,ortholog_one2one,,,,VPS35
ENSGALG00010023811,ENSTGUG00000008225,MRPL44,ortholog_one2one,ENSPMJG00000017220,MRPL44,ortholog_one2one,ENSSHBG00005018431,MRPL44,ortholog_one2one,MRPL44
ENSGALG00010023835,ENSTGUG00000019677,INAFM2,ortholog_one2one,ENSPMJG00000003372,INAFM2,ortholog_one2one,,,,INAFM2
ENSGALG00010023862,ENSTGUG00000005253,TRMT13,ortholog_one2one,ENSPMJG00000019327,TRMT13,ortholog_one2one,ENSSHBG00005011561,TRMT13,ortholog_one2one,TRMT13
ENSGALG00010023890,ENSTGUG00000005276,SASS6,ortholog_one2one,ENSPMJG00000019328,SASS6,ortholog_one2one,ENSSHBG00005011582,SASS6,ortholog_one2one,SASS6
ENSGALG00010023914,ENSTGUG00000007935,CCDC117,ortholog_one2one,ENSPMJG00000013424,CCDC117,ortholog_one2one,,,,CCDC117
ENSGALG00010023926,ENSTGUG00000013238,ZYX,ortholog_one2one,ENSPMJG00000006769,ZYX,ortholog_one2one,ENSSHBG00005012707,ZYX,ortholog_one2one,ZYX
ENSGALG00010023937,ENSTGUG00000023590,XBP1,ortholog_one2one,ENSPMJG00000013425,XBP1,ortholog_one2one,ENSSHBG00005007406,XBP1,ortholog_one2one,XBP1
ENSGALG00010023986,ENSTGUG00000020816,SYCE3,ortholog_one2one,ENSPMJG00000009616,SYCE3,ortholog_one2one,ENSSHBG00005012444,SYCE3,ortholog_one2one,SYCE3
ENSGALG00010024003,ENSTGUG00000023680,ERICH3,ortholog_one2one,ENSPMJG00000013061,,ortholog_one2one,ENSSHBG00005006455,,ortholog_one2one,ERICH3
ENSGALG00010024020,ENSTGUG00000010466,MAIP1,ortholog_one2one,ENSPMJG00000004020,MAIP1,ortholog_one2one,ENSSHBG00005019417,MAIP1,ortholog_one2one,MAIP1
ENSGALG00010024024,ENSTGUG00000005336,AGL,ortholog_one2one,ENSPMJG00000019336,AGL,ortholog_one2one,ENSSHBG00005011676,AGL,ortholog_one2one,AGL
ENSGALG00010024101,ENSTGUG00000022831,CNEP1R1,ortholog_one2one,ENSPMJG00000002544,CNEP1R1,ortholog_one2one,,,,CNEP1R1
ENSGALG00010024101,ENSTGUG00000022831,CNEP1R1,ortholog_one2one,ENSPMJG00000002544,CNEP1R1,ortholog_one2one,,,,CNEP1R1
ENSGALG00010024113,ENSTGUG00000021794,,ortholog_one2one,ENSPMJG00000004208,,ortholog_one2one,,,,
ENSGALG00010024136,ENSTGUG00000005735,SAP130,ortholog_one2one,ENSPMJG00000016460,SAP130,ortholog_one2one,ENSSHBG00005011779,SAP130,ortholog_one2one,SAP130
ENSGALG00010024170,ENSTGUG00000007581,NUP160,ortholog_one2one,ENSPMJG00000004017,NUP160,ortholog_one2one,ENSSHBG00005008355,NUP160,ortholog_one2one,NUP160
ENSGALG00010024196,ENSTGUG00000006693,MRPL21,ortholog_one2one,ENSPMJG00000006620,MRPL21,ortholog_one2one,ENSSHBG00005002651,MRPL21,ortholog_one2one,MRPL21
ENSGALG00010024314,ENSTGUG00000008754,ITFG1,ortholog_one2one,ENSPMJG00000002869,ITFG1,ortholog_one2one,ENSSHBG00005018705,ITFG1,ortholog_one2one,ITFG1
ENSGALG00010024328,ENSTGUG00000008679,YDJC,ortholog_one2one,ENSPMJG00000014278,YDJC,ortholog_one2one,ENSSHBG00005009235,YDJC,ortholog_one2one,YDJC
ENSGALG00010024393,ENSTGUG00000006586,OGFOD1,ortholog_one2one,ENSPMJG00000000954,OGFOD1,ortholog_one2one,ENSSHBG00005005379,OGFOD1,ortholog_one2one,OGFOD1
ENSGALG00010024406,ENSTGUG00000006599,NUDT21,ortholog_one2one,ENSPMJG00000000963,NUDT21,ortholog_one2one,ENSSHBG00005005339,,ortholog_one2one,NUDT21
ENSGALG00010024407,ENSTGUG00000008538,HIRA,ortholog_one2one,ENSPMJG00000014257,HIRA,ortholog_one2one,ENSSHBG00005018270,HIRA,ortholog_one2one,HIRA
ENSGALG00010024412,ENSTGUG00000003310,PIGU,ortholog_one2one,ENSPMJG00000001745,PIGU,ortholog_one2one,ENSSHBG00005007086,PIGU,ortholog_one2one,PIGU
ENSGALG00010024424,ENSTGUG00000003280,SAMHD1,ortholog_one2one,ENSPMJG00000001719,SAMHD1,ortholog_one2one,ENSSHBG00005007243,SAMHD1,ortholog_one2one,SAMHD1
ENSGALG00010024425,ENSTGUG00000008534,MRPL40,ortholog_one2one,ENSPMJG00000014255,MRPL40,ortholog_one2one,ENSSHBG00005018265,MRPL40,ortholog_one2one,MRPL40
ENSGALG00010024427,ENSTGUG00000008531,C22orf39,ortholog_one2one,,,,ENSSHBG00005018264,C22orf39,ortholog_one2one,C22orf39
ENSGALG00010024439,ENSTGUG00000008505,UFD1,ortholog_one2one,ENSPMJG00000014253,UFD1,ortholog_one2one,ENSSHBG00005018257,UFD1,ortholog_one2one,UFD1L
ENSGALG00010024469,ENSTGUG00000008904,,ortholog_one2one,ENSPMJG00000008670,GTF2H1,ortholog_one2one,ENSSHBG00005003950,GTF2H1,ortholog_one2one,GTF2H1
ENSGALG00010024480,ENSTGUG00000008459,CDC45,ortholog_one2one,ENSPMJG00000014244,CDC45,ortholog_one2one,ENSSHBG00005018247,CDC45,ortholog_one2one,CDC45
ENSGALG00010024487,ENSTGUG00000017948,MIR137,ortholog_one2one,ENSPMJG00000019346,MIR137,ortholog_one2one,ENSSHBG00005011869,MIR137,ortholog_one2one,gga-mir-137
ENSGALG00010024512,ENSTGUG00000005606,CCNDBP1,ortholog_one2one,ENSPMJG00000004371,CCNDBP1,ortholog_one2one,ENSSHBG00005007118,CCNDBP1,ortholog_one2one,CCNDBP1
ENSGALG00010024532,ENSTGUG00000025382,TMEM86A,ortholog_one2one,ENSPMJG00000008704,TMEM86A,ortholog_one2one,ENSSHBG00005003850,TMEM86A,ortholog_one2one,TMEM86A
ENSGALG00010024536,ENSTGUG00000008994,URI1,ortholog_one2one,ENSPMJG00000003203,URI1,ortholog_one2one,,,,URI1
ENSGALG00010024536,ENSTGUG00000008994,URI1,ortholog_one2one,ENSPMJG00000003203,URI1,ortholog_one2one,,,,URI1
ENSGALG00010024565,ENSTGUG00000028411,,ortholog_one2one,ENSPMJG00000008769,FAM217B,ortholog_one2one,ENSSHBG00005009260,FAM217B,ortholog_one2one,FAM217B
ENSGALG00010024585,ENSTGUG00000006809,TBCCD1,ortholog_one2one,ENSPMJG00000016558,TBCCD1,ortholog_one2one,ENSSHBG00005013633,TBCCD1,ortholog_one2one,TBCCD1
ENSGALG00010024630,ENSTGUG00000006764,CFAP410,ortholog_one2one,ENSPMJG00000016554,CFAP410,ortholog_one2one,ENSSHBG00005013690,CFAP410,ortholog_one2one,CFAP410
ENSGALG00010024669,ENSTGUG00000008545,STIL,ortholog_one2one,ENSPMJG00000000254,STIL,ortholog_one2one,ENSSHBG00005007114,STIL,ortholog_one2one,STIL
ENSGALG00010024694,ENSTGUG00000005281,GTF2H3,ortholog_one2one,ENSPMJG00000002720,GTF2H3,ortholog_one2one,ENSSHBG00005009096,GTF2H3,ortholog_one2one,GTF2H3
ENSGALG00010024696,ENSTGUG00000022373,TRADD,ortholog_one2one,ENSPMJG00000001118,TRADD,ortholog_one2one,,,,TRADD
ENSGALG00010024696,ENSTGUG00000022373,TRADD,ortholog_one2one,ENSPMJG00000001118,TRADD,ortholog_one2one,,,,TRADD
ENSGALG00010024699,,,,,,,ENSSHBG00005005217,FBXL8,ortholog_one2one,FBXL8
ENSGALG00010024754,ENSTGUG00000024815,EIF2S2,ortholog_one2one,ENSPMJG00000002209,EIF2S2,ortholog_one2one,ENSSHBG00005009063,EIF2S2,ortholog_one2one,EIF2S2
ENSGALG00010024755,,,,ENSPMJG00000016539,PIGX,ortholog_one2one,ENSSHBG00005013903,PIGX,ortholog_one2one,PIGX
ENSGALG00010024776,ENSTGUG00000005578,MPHOSPH10,ortholog_one2one,ENSPMJG00000015940,MPHOSPH10,ortholog_one2one,ENSSHBG00005020469,MPHOSPH10,ortholog_one2one,MPHOSPH10
ENSGALG00010024781,ENSTGUG00000022483,CEP19,ortholog_one2one,ENSPMJG00000016538,CEP19,ortholog_one2one,ENSSHBG00005013915,CEP19,ortholog_one2one,CEP19
ENSGALG00010024804,ENSTGUG00000020679,WDR53,ortholog_one2one,ENSPMJG00000016535,WDR53,ortholog_one2one,ENSSHBG00005010326,WDR53,ortholog_one2one,WDR53
ENSGALG00010024806,ENSTGUG00000009084,ANKRD27,ortholog_one2one,ENSPMJG00000003422,ANKRD27,ortholog_one2one,ENSSHBG00005014210,ANKRD27,ortholog_one2one,ANKRD27
ENSGALG00010024811,ENSTGUG00000010385,NIF3L1,ortholog_one2one,ENSPMJG00000018172,NIF3L1,ortholog_one2one,ENSSHBG00005021038,NIF3L1,ortholog_one2one,NIF3L1
ENSGALG00010024854,ENSTGUG00000022532,MTRFR,ortholog_one2one,ENSPMJG00000003214,MTRFR,ortholog_one2one,ENSSHBG00005008536,MTRFR,ortholog_one2one,C12orf65
ENSGALG00010024864,ENSTGUG00000005443,MPHOSPH9,ortholog_one2one,ENSPMJG00000003295,MPHOSPH9,ortholog_one2one,ENSSHBG00005008467,MPHOSPH9,ortholog_one2one,MPHOSPH9
ENSGALG00010024869,ENSTGUG00000027597,NDUFB3,ortholog_one2one,ENSPMJG00000018175,NDUFB3,ortholog_one2one,ENSSHBG00005021043,NDUFB3,ortholog_one2one,NDUFB3
ENSGALG00010024880,ENSTGUG00000005638,NAT10,ortholog_one2one,ENSPMJG00000007494,NAT10,ortholog_one2one,ENSSHBG00005001821,NAT10,ortholog_one2one,NAT10
ENSGALG00010024908,ENSTGUG00000005522,,ortholog_one2one,ENSPMJG00000003429,,ortholog_one2one,ENSSHBG00005006038,,ortholog_one2one,
ENSGALG00010024928,ENSTGUG00000005955,THAP4,ortholog_one2one,ENSPMJG00000016524,THAP4,ortholog_one2one,ENSSHBG00005019750,THAP4,ortholog_one2one,THAP4
ENSGALG00010024996,ENSTGUG00000019895,COA7,ortholog_one2one,ENSPMJG00000001175,COA7,ortholog_one2one,ENSSHBG00005010207,COA7,ortholog_one2one,COA7
ENSGALG00010025026,ENSTGUG00000005674,DENR,ortholog_one2one,ENSPMJG00000003520,DENR,ortholog_one2one,ENSSHBG00005005460,DENR,ortholog_one2one,DENR
ENSGALG00010025057,ENSTGUG00000009100,SCP2,ortholog_one2one,ENSPMJG00000001202,SCP2,ortholog_one2one,ENSSHBG00005010285,SCP2,ortholog_one2one,SCP2
ENSGALG00010025138,ENSTGUG00000013381,CFAP91,ortholog_one2one,ENSPMJG00000010605,CFAP91,ortholog_one2one,ENSSHBG00005008696,CFAP91,ortholog_one2one,CFAP91
ENSGALG00010025147,ENSTGUG00000029427,,ortholog_one2one,,,,ENSSHBG00005008706,,ortholog_one2one,COX17
ENSGALG00010025170,ENSTGUG00000010117,COMMD9,ortholog_one2one,ENSPMJG00000010021,COMMD9,ortholog_one2one,ENSSHBG00005000484,COMMD9,ortholog_one2one,COMMD9
ENSGALG00010025280,ENSTGUG00000026820,IFT25,ortholog_one2one,ENSPMJG00000001541,IFT25,ortholog_one2one,ENSSHBG00005005227,IFT25,ortholog_one2one,HSPB11
ENSGALG00010025315,ENSTGUG00000009351,LRRC42,ortholog_one2one,ENSPMJG00000001544,LRRC42,ortholog_one2one,ENSSHBG00005005238,LRRC42,ortholog_one2one,LRRC42
ENSGALG00010025342,ENSTGUG00000009392,TCEANC2,ortholog_one2one,ENSPMJG00000001565,TCEANC2,ortholog_one2one,ENSSHBG00005005260,TCEANC2,ortholog_one2one,TCEANC2
ENSGALG00010025380,ENSTGUG00000007605,SPC25,ortholog_one2one,ENSPMJG00000019108,SPC25,ortholog_one2one,ENSSHBG00005000352,SPC25,ortholog_one2one,SPC25
ENSGALG00010025381,ENSTGUG00000009406,MRPL37,ortholog_one2one,ENSPMJG00000001584,MRPL37,ortholog_one2one,ENSSHBG00005005297,MRPL37,ortholog_one2one,MRPL37
ENSGALG00010025387,ENSTGUG00000006128,PSMD9,ortholog_one2one,ENSPMJG00000003707,PSMD9,ortholog_one2one,ENSSHBG00005010872,PSMD9,ortholog_one2one,PSMD9
ENSGALG00010025477,ENSTGUG00000022497,,ortholog_one2one,ENSPMJG00000017086,,ortholog_one2one,ENSSHBG00005010798,,ortholog_one2one,
ENSGALG00010025527,ENSTGUG00000006320,KNTC1,ortholog_one2one,ENSPMJG00000003956,KNTC1,ortholog_one2one,ENSSHBG00005009746,KNTC1,ortholog_one2one,KNTC1
ENSGALG00010025563,ENSTGUG00000006025,TSPEAR,ortholog_one2one,ENSPMJG00000016521,TSPEAR,ortholog_one2one,ENSSHBG00005019721,TSPEAR,ortholog_one2one,TSPEAR
ENSGALG00010025569,ENSTGUG00000006400,PPTC7,ortholog_one2one,ENSPMJG00000004477,PPTC7,ortholog_one2one,ENSSHBG00005009708,PPTC7,ortholog_one2one,PPTC7
ENSGALG00010025581,,,,ENSPMJG00000003778,,ortholog_one2one,,,,
ENSGALG00010025591,ENSTGUG00000005476,OTOS,ortholog_one2one,ENSPMJG00000016484,OTOS,ortholog_one2one,ENSSHBG00005008708,OTOS,ortholog_one2one,OTOS
ENSGALG00010025612,ENSTGUG00000029355,TMEM53,ortholog_one2one,ENSPMJG00000019514,TMEM53,ortholog_one2one,ENSSHBG00005015132,TMEM53,ortholog_one2one,TMEM53
ENSGALG00010025642,ENSTGUG00000007698,RPS8,ortholog_one2one,ENSPMJG00000019520,RPS8,ortholog_one2one,ENSSHBG00005015537,RPS8,ortholog_one2one,RPS8
ENSGALG00010025652,ENSTGUG00000009927,KMT5B,ortholog_one2one,ENSPMJG00000009869,KMT5B,ortholog_one2one,ENSSHBG00005019504,KMT5B,ortholog_one2one,KMT5B
ENSGALG00010025805,ENSTGUG00000006497,ATXN2,ortholog_one2one,ENSPMJG00000004592,ATXN2,ortholog_one2one,ENSSHBG00005009006,ATXN2,ortholog_one2one,ATXN2
ENSGALG00010025836,,,,,,,ENSSHBG00005002492,,ortholog_one2one,
ENSGALG00010025852,ENSTGUG00000024809,BTBD19,ortholog_one2one,ENSPMJG00000019544,BTBD19,ortholog_one2one,ENSSHBG00005015565,BTBD19,ortholog_one2one,BTBD19
ENSGALG00010025899,,,,ENSPMJG00000003193,,ortholog_one2one,ENSSHBG00005001524,,ortholog_one2one,
ENSGALG00010025940,ENSTGUG00000007801,HECTD3,ortholog_one2one,ENSPMJG00000019561,,ortholog_one2one,ENSSHBG00005017162,HECTD3,ortholog_one2one,HECTD3
ENSGALG00010025949,ENSTGUG00000009401,GPATCH1,ortholog_one2one,ENSPMJG00000003568,GPATCH1,ortholog_one2one,ENSSHBG00005011591,GPATCH1,ortholog_one2one,GPATCH1
ENSGALG00010025998,ENSTGUG00000010296,SMARCB1,ortholog_one2one,ENSPMJG00000018790,SMARCB1,ortholog_one2one,ENSSHBG00005015626,SMARCB1,ortholog_one2one,SMARCB1
ENSGALG00010026203,ENSTGUG00000007042,TMX2,ortholog_one2one,ENSPMJG00000006428,TMX2,ortholog_one2one,ENSSHBG00005001966,TMX2,ortholog_one2one,TMX2
ENSGALG00010026209,ENSTGUG00000007039,MED19,ortholog_one2one,ENSPMJG00000006481,MED19,ortholog_one2one,ENSSHBG00005001983,MED19,ortholog_one2one,MED19
ENSGALG00010026259,ENSTGUG00000010134,MED15,ortholog_one2one,ENSPMJG00000018772,,ortholog_one2one,ENSSHBG00005015813,MED15,ortholog_one2one,MED15
ENSGALG00010026295,ENSTGUG00000010118,SMPD4,ortholog_one2one,ENSPMJG00000018770,SMPD4,ortholog_one2one,ENSSHBG00005015822,SMPD4,ortholog_one2one,SMPD4
ENSGALG00010026325,ENSTGUG00000008059,TMEM69,ortholog_one2one,ENSPMJG00000019593,TMEM69,ortholog_one2one,ENSSHBG00005005478,TMEM69,ortholog_one2one,TMEM69
ENSGALG00010026344,ENSTGUG00000024064,TIMM10,ortholog_one2one,ENSPMJG00000006502,TIMM10,ortholog_one2one,,,,TIMM10
ENSGALG00010026403,ENSTGUG00000025736,GUCD1,ortholog_one2one,ENSPMJG00000018764,GUCD1,ortholog_one2one,ENSSHBG00005015850,GUCD1,ortholog_one2one,GUCD1
ENSGALG00010026537,,,,ENSPMJG00000009999,FJX1,ortholog_one2one,ENSSHBG00005000469,FJX1,ortholog_one2one,FJX1
ENSGALG00010026539,ENSTGUG00000000420,,ortholog_one2one,,,,,,,
ENSGALG00010026550,,,,ENSPMJG00000004459,MYD88,ortholog_one2one,ENSSHBG00005004090,MYD88,ortholog_one2one,MYD88
ENSGALG00010026884,ENSTGUG00000027024,,ortholog_one2one,ENSPMJG00000009812,,ortholog_one2one,ENSSHBG00005001744,,ortholog_one2one,gga-mir-210a
ENSGALG00010026916,ENSTGUG00000025276,,ortholog_one2one,,,,ENSSHBG00005017254,,ortholog_one2one,
ENSGALG00010027096,ENSTGUG00000009333,YIPF1,ortholog_one2one,ENSPMJG00000001529,YIPF1,ortholog_one2one,ENSSHBG00005000538,YIPF1,ortholog_one2one,YIPF1
ENSGALG00010027320,ENSTGUG00000005027,MON1A,ortholog_one2one,ENSPMJG00000005192,MON1A,ortholog_one2one,ENSSHBG00005017312,MON1A,ortholog_one2one,MON1A
ENSGALG00010027460,ENSTGUG00000023769,WDR82,ortholog_one2one,ENSPMJG00000009855,WDR82,ortholog_one2one,ENSSHBG00005020939,WDR82,ortholog_one2one,WDR82
ENSGALG00010027522,ENSTGUG00000006505,PSMD5,ortholog_one2one,ENSPMJG00000005980,PSMD5,ortholog_one2one,ENSSHBG00005018873,PSMD5,ortholog_one2one,PSMD5
ENSGALG00010027525,ENSTGUG00000020960,,ortholog_one2one,,,,ENSSHBG00005018878,,ortholog_one2one,CUTA
ENSGALG00010027628,ENSTGUG00000024729,PIERCE1,ortholog_one2one,ENSPMJG00000006403,PIERCE1,ortholog_one2one,ENSSHBG00005015576,PIERCE1,ortholog_one2one,C9orf116
ENSGALG00010027634,ENSTGUG00000006574,OASL,ortholog_one2one,ENSPMJG00000012546,OASL,ortholog_one2one,ENSSHBG00005007425,OASL,ortholog_one2one,OASL
