Chicken_BIP number,Chicken_Gene stable ID,Chicken_Chromosome/scaffold name,Chicken_Gene start (bp),Chicken_Gene end (bp),Chicken_Strand,Chicken_Gene description,Chicken_Gene name,Chicken_Gene type,Chicken_Gene stable ID.1,Chicken_Chromosome/scaffold name.1,Chicken_Gene start (bp).1,Chicken_Gene end (bp).1,Chicken_Strand.1,Chicken_Gene description.1,Chicken_Gene name.1,Chicken_Gene type.1,Chicken_distance,Great_Tit_BIP number,Great_Tit_Gene stable ID,Great_Tit_Chromosome/scaffold name,Great_Tit_Gene start (bp),Great_Tit_Gene end (bp),Great_Tit_Strand,Great_Tit_Gene description,Great_Tit_Gene name,Great_Tit_Gene type,Great_Tit_Gene stable ID.1,Great_Tit_Chromosome/scaffold name.1,Great_Tit_Gene start (bp).1,Great_Tit_Gene end (bp).1,Great_Tit_Strand.1,Great_Tit_Gene description.1,Great_Tit_Gene name.1,Great_Tit_Gene type.1,Great_Tit_distance,Zebra_Finch_BIP number,Zebra_Finch_Gene stable ID,Zebra_Finch_Chromosome/scaffold name,Zebra_Finch_Gene start (bp),Zebra_Finch_Gene end (bp),Zebra_Finch_Strand,Zebra_Finch_Gene description,Zebra_Finch_Gene name,Zebra_Finch_Gene type,Zebra_Finch_Gene stable ID.1,Zebra_Finch_Chromosome/scaffold name.1,Zebra_Finch_Gene start (bp).1,Zebra_Finch_Gene end (bp).1,Zebra_Finch_Strand.1,Zebra_Finch_Gene description.1,Zebra_Finch_Gene name.1,Zebra_Finch_Gene type.1,Zebra_Finch_distance,Duck_BIP number,Duck_Gene stable ID,Duck_Chromosome/scaffold name,Duck_Gene start (bp),Duck_Gene end (bp),Duck_Strand,Duck_Gene description,Duck_Gene name,Duck_Gene type,Duck_Gene stable ID.1,Duck_Chromosome/scaffold name.1,Duck_Gene start (bp).1,Duck_Gene end (bp).1,Duck_Strand.1,Duck_Gene description.1,Duck_Gene name.1,Duck_Gene type.1,Duck_distance,Turkey_BIP number,Turkey_Gene stable ID,Turkey_Chromosome/scaffold name,Turkey_Gene start (bp),Turkey_Gene end (bp),Turkey_Strand,Turkey_Gene description,Turkey_Gene name,Turkey_Gene type,Turkey_Gene stable ID.1,Turkey_Chromosome/scaffold name.1,Turkey_Gene start (bp).1,Turkey_Gene end (bp).1,Turkey_Strand.1,Turkey_Gene description.1,Turkey_Gene name.1,Turkey_Gene type.1,Turkey_distance,Kakapo_BIP number,Kakapo_Gene stable ID,Kakapo_Chromosome/scaffold name,Kakapo_Gene start (bp),Kakapo_Gene end (bp),Kakapo_Strand,Kakapo_Gene description,Kakapo_Gene name,Kakapo_Gene type,Kakapo_Gene stable ID.1,Kakapo_Chromosome/scaffold name.1,Kakapo_Gene start (bp).1,Kakapo_Gene end (bp).1,Kakapo_Strand.1,Kakapo_Gene description.1,Kakapo_Gene name.1,Kakapo_Gene type.1,Kakapo_distance,Golden_Eagle_BIP number,Golden_Eagle_Gene stable ID,Golden_Eagle_Chromosome/scaffold name,Golden_Eagle_Gene start (bp),Golden_Eagle_Gene end (bp),Golden_Eagle_Strand,Golden_Eagle_Gene description,Golden_Eagle_Gene name,Golden_Eagle_Gene type,Golden_Eagle_Gene stable ID.1,Golden_Eagle_Chromosome/scaffold name.1,Golden_Eagle_Gene start (bp).1,Golden_Eagle_Gene end (bp).1,Golden_Eagle_Strand.1,Golden_Eagle_Gene description.1,Golden_Eagle_Gene name.1,Golden_Eagle_Gene type.1,Golden_Eagle_distance,Japanese_Quail_BIP number,Japanese_Quail_Gene stable ID,Japanese_Quail_Chromosome/scaffold name,Japanese_Quail_Gene start (bp),Japanese_Quail_Gene end (bp),Japanese_Quail_Strand,Japanese_Quail_Gene description,Japanese_Quail_Gene name,Japanese_Quail_Gene type,Japanese_Quail_Gene stable ID.1,Japanese_Quail_Chromosome/scaffold name.1,Japanese_Quail_Gene start (bp).1,Japanese_Quail_Gene end (bp).1,Japanese_Quail_Strand.1,Japanese_Quail_Gene description.1,Japanese_Quail_Gene name.1,Japanese_Quail_Gene type.1,Japanese_Quail_distance,Collared_Flycatcher_BIP number,Collared_Flycatcher_Gene stable ID,Collared_Flycatcher_Chromosome/scaffold name,Collared_Flycatcher_Gene start (bp),Collared_Flycatcher_Gene end (bp),Collared_Flycatcher_Strand,Collared_Flycatcher_Gene description,Collared_Flycatcher_Gene name,Collared_Flycatcher_Gene type,Collared_Flycatcher_Gene stable ID.1,Collared_Flycatcher_Chromosome/scaffold name.1,Collared_Flycatcher_Gene start (bp).1,Collared_Flycatcher_Gene end (bp).1,Collared_Flycatcher_Strand.1,Collared_Flycatcher_Gene description.1,Collared_Flycatcher_Gene name.1,Collared_Flycatcher_Gene type.1,Collared_Flycatcher_distance
2401,ENSGALG00010018847,5,56035121,56047347,-1,cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528],CGRRF1,protein_coding,ENSGALG00010018876,5,56047640,56060437,1,glia maturation factor beta [Source:NCBI gene (formerly Entrezgene);Acc:423560],GMFB,protein_coding,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,ENSMGAG00000013691,5,55640501,55656650,-1,cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528],CGRRF1,protein_coding,ENSMGAG00000022057,5,55656097,55673253,1,glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373],GMFB,protein_coding,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,ENSGALG00010024755,9,4333925,4339442,-1,phosphatidylinositol glycan anchor biosynthesis class X [Source:NCBI gene (formerly Entrezgene);Acc:424859],PIGX,protein_coding,ENSGALG00010024781,9,4338862,4341970,1,centrosomal protein 19 [Source:NCBI gene (formerly Entrezgene);Acc:424858],CEP19,protein_coding,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,ENSMGAG00000003201,11,9486867,9491177,-1,phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046],PIGX,protein_coding,ENSMGAG00000003224,11,9491556,9494307,1,centrosomal protein 19 [Source:HGNC Symbol;Acc:HGNC:28209],CEP19,protein_coding,379,1231,ENSSHBG00005013903,9,11937967,11944388,-1,phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046],PIGX,protein_coding,ENSSHBG00005013915,9,11944453,11949573,1,centrosomal protein 19 [Source:NCBI gene;Acc:115611140],CEP19,protein_coding,65,71,ENSACCG00020005724,10,29676102,29682330,-1,phosphatidylinositol glycan anchor biosynthesis class X [Source:NCBI gene;Acc:115346857],PIGX,protein_coding,ENSACCG00020005735,10,29681609,29686333,1,centrosomal protein 19 [Source:NCBI gene;Acc:115346858],CEP19,protein_coding,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,ENSGALG00010012803,Z,12085107,12116466,-1,nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063],NUP155,protein_coding,ENSGALG00010012861,Z,12116629,12253959,1,WD repeat domain 70 [Source:NCBI gene (formerly Entrezgene);Acc:427444],WDR70,protein_coding,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,ENSMGAG00000003380,Z,10344369,10374970,-1,nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063],NUP155,protein_coding,ENSMGAG00000003362,Z,10374991,10515285,1,WD repeat domain 70 [Source:HGNC Symbol;Acc:HGNC:25495],WDR70,protein_coding,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166,ENSCJPG00005006933,Z,10532775,10562403,-1,nucleoporin 155 [Source:NCBI gene;Acc:107305850],NUP155,protein_coding,ENSCJPG00005007178,Z,10561683,10684045,1,WD repeat domain 70 [Source:NCBI gene;Acc:107305851],WDR70,protein_coding,720,,,,,,,,,,,,,,,,,,
46,ENSGALG00010009081,1,14741149,14756465,1,HMG-box transcription factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:417705],HBP1,protein_coding,ENSGALG00010009115,1,14755673,14940205,-1,component of oligomeric golgi complex 5 [Source:NCBI gene (formerly Entrezgene);Acc:417704],COG5,protein_coding,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,ENSSHBG00005011610,4,14050763,14064842,1,HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200],HBP1,protein_coding,ENSSHBG00005011688,4,14064070,14243369,-1,component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857],COG5,protein_coding,772,797,ENSACCG00020009156,5,15820975,15839380,1,HMG-box transcription factor 1 [Source:NCBI gene;Acc:115341585],HBP1,protein_coding,ENSACCG00020009290,5,15840225,16033021,-1,component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857],COG5,protein_coding,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,ENSGALG00010011275,1,109655883,109677467,-1,WD repeat domain 4 [Source:NCBI gene (formerly Entrezgene);Acc:418540],WDR4,protein_coding,ENSGALG00010011293,1,109677271,109685182,1,NADH:ubiquinone oxidoreductase subunit V3 [Source:NCBI gene (formerly Entrezgene);Acc:418541],NDUFV3,protein_coding,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,ENSSHBG00005019343,2,14397926,14421066,-1,WD repeat domain 4 [Source:NCBI gene;Acc:115603663],WDR4,protein_coding,ENSSHBG00005019346,2,14420112,14431220,1,NADH:ubiquinone oxidoreductase subunit V3 [Source:NCBI gene;Acc:115603662],,protein_coding,954,961,ENSACCG00020007850,7,35609873,35631389,-1,WD repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12756],WDR4,protein_coding,ENSACCG00020007876,7,35630418,35642946,1,NADH:ubiquinone oxidoreductase subunit V3 [Source:NCBI gene;Acc:115343811],NDUFV3,protein_coding,971,107,ENSCJPG00005008712,1,98709999,98728940,-1,WD repeat domain 4 [Source:NCBI gene;Acc:107323882],WDR4,protein_coding,ENSCJPG00005008713,1,98729146,98735667,1,NADH:ubiquinone oxidoreductase subunit V3 [Source:NCBI gene;Acc:107323888],,protein_coding,206,,,,,,,,,,,,,,,,,,
320,ENSGALG00010014703,1,137560444,137574811,1,PCI domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:418745],PCID2,protein_coding,ENSGALG00010014742,1,137574068,137591183,-1,"protein Z, vitamin K dependent plasma glycoprotein [Source:HGNC Symbol;Acc:HGNC:9460]",PROZ,protein_coding,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,ENSSHBG00005007047,2,43818102,43831494,1,PCI domain containing 2 [Source:NCBI gene;Acc:115604557],PCID2,protein_coding,ENSSHBG00005007080,2,43832064,43838185,-1,"protein Z, vitamin K dependent plasma glycoprotein [Source:HGNC Symbol;Acc:HGNC:9460]",PROZ,protein_coding,570,,,,,,,,,,,,,,,,,,,125,ENSCJPG00005014427,1,123904368,123914287,1,PCI domain containing 2 [Source:NCBI gene;Acc:107306289],PCID2,protein_coding,ENSCJPG00005014428,1,123915246,123922228,-1,"protein Z, vitamin K dependent plasma glycoprotein [Source:HGNC Symbol;Acc:HGNC:9460]",PROZ,protein_coding,959,,,,,,,,,,,,,,,,,,
440,ENSGALG00010003136,1,195760928,195799576,-1,nucleoporin 98 and 96 precursor [Source:HGNC Symbol;Acc:HGNC:8068],NUP98,protein_coding,ENSGALG00010003166,1,195799860,195814025,1,post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893],PGAP2,protein_coding,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,ENSSHBG00005017948,2,103600617,103640298,-1,nucleoporin 98 [Source:HGNC Symbol;Acc:HGNC:8068],NUP98,protein_coding,ENSSHBG00005018020,2,103640589,103658672,1,post-GPI attachment to proteins 2 [Source:NCBI gene;Acc:115602231],PGAP2,protein_coding,291,529,ENSACCG00020010314,19,27213297,27254009,-1,nucleoporin 98 [Source:NCBI gene;Acc:115353298],NUP98,protein_coding,ENSACCG00020010341,19,27254170,27273565,1,post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893],PGAP2,protein_coding,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,ENSGALG00010017080,14,6888588,6898119,-1,partner and localizer of BRCA2 [Source:HGNC Symbol;Acc:HGNC:26144],PALB2,protein_coding,ENSGALG00010017096,14,6898161,6904892,1,dynactin subunit 5 [Source:NCBI gene (formerly Entrezgene);Acc:416574],DCTN5,protein_coding,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,ENSSHBG00005020165,5,85740058,85748977,-1,partner and localizer of BRCA2 [Source:HGNC Symbol;Acc:HGNC:26144],PALB2,protein_coding,ENSSHBG00005020170,5,85748997,85752955,1,dynactin subunit 5 [Source:NCBI gene;Acc:115606785],DCTN5,protein_coding,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,ENSGALG00010023093,15,9260589,9263012,1,"POP5 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689]",POP5,protein_coding,ENSGALG00010023102,15,9262462,9274456,-1,ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055],RNF10,protein_coding,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602,ENSSHBG00005010759,12,11359937,11361478,1,"POP5 homolog, ribonuclease P/MRP subunit [Source:NCBI gene;Acc:115614437]",POP5,protein_coding,ENSSHBG00005010801,12,11361806,11382952,-1,ring finger protein 10 [Source:NCBI gene;Acc:115614434],RNF10,protein_coding,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,ENSGALG00010027903,17,9306931,9314402,-1,NADH:ubiquinone oxidoreductase subunit A8 [Source:NCBI gene (formerly Entrezgene);Acc:417112],NDUFA8,protein_coding,ENSGALG00010027904,17,9314472,9316565,1,MORN repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:17841],MORN5,protein_coding,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932,ENSSHBG00005013195,18,2353626,2355845,-1,NADH:ubiquinone oxidoreductase subunit A8 [Source:NCBI gene;Acc:115617240],NDUFA8,protein_coding,ENSSHBG00005013202,18,2355878,2358383,1,MORN repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:17841],MORN5,protein_coding,33,,,,,,,,,,,,,,,,,,,460,ENSCJPG00005010850,17,7168780,7170579,-1,NADH:ubiquinone oxidoreductase subunit A8 [Source:NCBI gene;Acc:107321894],NDUFA8,protein_coding,ENSCJPG00005010851,17,7170738,7182615,1,MORN repeat containing 5 [Source:NCBI gene;Acc:107321893],MORN5,protein_coding,159,,,,,,,,,,,,,,,,,,
1140,ENSGALG00010029605,18,7358899,7365494,-1,chromosome 17 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:30173],C17orf75,protein_coding,ENSGALG00010029607,18,7364530,7377315,1,zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998],ZNF207,protein_coding,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,ENSSHBG00005021032,17,8868967,8875503,-1,chromosome 15 C17orf75 homolog [Source:NCBI gene;Acc:115616708],C17orf75,protein_coding,ENSSHBG00005021036,17,8875564,8890504,1,zinc finger protein 207 [Source:NCBI gene;Acc:115616707],ZNF207,protein_coding,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,ENSGALG00010029527,18,9890008,9890619,-1,NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:NCBI gene (formerly Entrezgene);Acc:422071],NDUFAF8,protein_coding,ENSGALG00010029529,18,9890967,9895170,1,TEPSIN adaptor related protein complex 4 accessory protein [Source:HGNC Symbol;Acc:HGNC:26458],TEPSIN,protein_coding,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903,ENSSHBG00005015023,17,11786058,11786762,-1,NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551],NDUFAF8,protein_coding,ENSSHBG00005015035,17,11787159,11791593,1,TEPSIN adaptor related protein complex 4 accessory protein [Source:HGNC Symbol;Acc:HGNC:26458],TEPSIN,protein_coding,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,ENSGALG00010017726,22,1774058,1777575,-1,TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262],TTI2,protein_coding,ENSGALG00010021006,22,1777884,1777977,1,,,snoRNA,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158,ENSSHBG00005007805,22,2396604,2400362,-1,TELO2 interacting protein 2 [Source:NCBI gene;Acc:115618362],TTI2,protein_coding,ENSSHBG00005007813,22,2400598,2400694,1,small nucleolar RNA U13 [Source:NCBI gene;Acc:115618583],,snoRNA,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,ENSGALG00010020102,22,2935253,2937335,-1,transmembrane protein 127 [Source:HGNC Symbol;Acc:HGNC:26038],TMEM127,protein_coding,ENSGALG00010020113,22,2937198,2939772,1,cytosolic iron-sulfur assembly component 1 [Source:HGNC Symbol;Acc:HGNC:14280],CIAO1,protein_coding,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145,ENSSHBG00005013929,22,481970,485890,-1,transmembrane protein 127 [Source:NCBI gene;Acc:115618449],TMEM127,protein_coding,ENSSHBG00005013935,22,485755,490059,1,cytosolic iron-sulfur assembly component 1 [Source:NCBI gene;Acc:115618444],CIAO1,protein_coding,135,339,ENSACCG00020009644,13,40426417,40431348,-1,transmembrane protein 127 [Source:NCBI gene;Acc:115349982],TMEM127,protein_coding,ENSACCG00020009659,13,40431403,40433858,1,cytosolic iron-sulfur assembly component 1 [Source:NCBI gene;Acc:115349981],CIAO1,protein_coding,55,691,ENSCJPG00005011843,22,1030382,1035762,-1,transmembrane protein 127 [Source:NCBI gene;Acc:107323656],TMEM127,protein_coding,ENSCJPG00005011844,22,1036022,1041277,1,cytosolic iron-sulfur assembly component 1 [Source:NCBI gene;Acc:107323657],CIAO1,protein_coding,260,,,,,,,,,,,,,,,,,,
1743,ENSGALG00010017849,3,11539796,11542852,-1,F-box protein 48 [Source:HGNC Symbol;Acc:HGNC:33857],FBXO48,protein_coding,ENSGALG00010017867,3,11542297,11565620,1,aprataxin and PNKP like factor [Source:NCBI gene (formerly Entrezgene);Acc:421264],APLF,protein_coding,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,ENSSHBG00005015269,7,67232400,67234863,-1,F-box protein 48 [Source:NCBI gene;Acc:115609209],FBXO48,protein_coding,ENSSHBG00005015272,7,67234890,67259094,1,aprataxin and PNKP like factor [Source:NCBI gene;Acc:115609206],APLF,protein_coding,27,1008,ENSACCG00020006254,8,29133891,29136641,-1,F-box protein 48 [Source:NCBI gene;Acc:115344486],FBXO48,protein_coding,ENSACCG00020006257,8,29137537,29161957,1,aprataxin and PNKP like factor [Source:NCBI gene;Acc:115344480],APLF,protein_coding,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,ENSGALG00010016796,3,17671059,17693380,-1,BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512],BROX,protein_coding,ENSGALG00010016831,3,17692425,17718684,1,"axin interactor, dorsalization associated [Source:NCBI gene (formerly Entrezgene);Acc:421335]",AIDA,protein_coding,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,ENSSHBG00005019999,11,36302446,36319165,-1,BRO1 domain and CAAX motif containing [Source:NCBI gene;Acc:115614019],BROX,protein_coding,ENSSHBG00005020000,11,36319681,36349323,1,"axin interactor, dorsalization associated [Source:NCBI gene;Acc:115614020]",AIDA,protein_coding,516,287,ENSACCG00020013842,13,7326242,7342622,-1,BRO1 domain and CAAX motif containing [Source:NCBI gene;Acc:115350167],BROX,protein_coding,ENSACCG00020013878,13,7342144,7370778,1,"axin interactor, dorsalization associated [Source:NCBI gene;Acc:115350169]",AIDA,protein_coding,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,ENSGALG00010002413,3,93252910,93317596,-1,tumor suppressing subtransferable candidate 1 [Source:NCBI gene (formerly Entrezgene);Acc:421916],TSSC1,protein_coding,ENSGALG00010002422,3,93317174,93364955,1,trafficking protein particle complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:24284],TRAPPC12,protein_coding,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,ENSSHBG00005000602,7,44425389,44508095,-1,EARP complex and GARP complex interacting protein 1 [Source:NCBI gene;Acc:115610012],EIPR1,protein_coding,ENSSHBG00005000603,7,44508128,44569066,1,trafficking protein particle complex 12 [Source:NCBI gene;Acc:115610011],TRAPPC12,protein_coding,33,,,,,,,,,,,,,,,,,,,792,ENSCJPG00005008562,3,85400536,85460093,-1,EARP complex and GARP complex interacting protein 1 [Source:NCBI gene;Acc:107312168],EIPR1,protein_coding,ENSCJPG00005008564,3,85460550,85502690,1,trafficking protein particle complex 12 [Source:NCBI gene;Acc:107312166],TRAPPC12,protein_coding,457,540,ENSFALG00000002059,3,98284693,98360716,-1,EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383],EIPR1,protein_coding,ENSFALG00000002062,3,98361171,98411514,1,trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:HGNC:24284],TRAPPC12,protein_coding,455
2692,ENSGALG00010021504,8,10240924,10262322,-1,odr-4 GPCR localization factor homolog [Source:NCBI gene (formerly Entrezgene);Acc:424455],ODR4,protein_coding,ENSGALG00010021514,8,10262027,10303890,1,"translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]",TPR,protein_coding,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,ENSSHBG00005013411,9,38304562,38324318,-1,odr-4 GPCR localization factor homolog [Source:NCBI gene;Acc:115611118],ODR4,protein_coding,ENSSHBG00005013537,9,38324009,38363606,1,"translocated promoter region, nuclear basket protein [Source:NCBI gene;Acc:115611116]",TPR,protein_coding,309,,,,,,,,,,,,,,,,,,,1076,ENSCJPG00005021494,8,9048098,9066197,-1,odr-4 GPCR localization factor homolog [Source:NCBI gene;Acc:107317326],ODR4,protein_coding,ENSCJPG00005021495,8,9066847,9112031,1,"translocated promoter region, nuclear basket protein [Source:NCBI gene;Acc:107317323]",TPR,protein_coding,650,,,,,,,,,,,,,,,,,,
263,ENSGALG00010013114,1,107090191,107094290,-1,phosphatidylinositol glycan anchor biosynthesis class P [Source:HGNC Symbol;Acc:HGNC:3046],PIGP,protein_coding,ENSGALG00010013135,1,107094179,107154234,1,tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393],TTC3,protein_coding,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,ENSACCG00020006482,7,32853984,32863649,-1,phosphatidylinositol glycan anchor biosynthesis class P [Source:NCBI gene;Acc:115343977],PIGP,protein_coding,ENSACCG00020006500,7,32863730,32929555,1,tetratricopeptide repeat domain 3 [Source:NCBI gene;Acc:115343974],TTC3,protein_coding,81,104,ENSCJPG00005007837,1,96313811,96317803,-1,phosphatidylinositol glycan anchor biosynthesis class P [Source:NCBI gene;Acc:107323387],PIGP,protein_coding,ENSCJPG00005007838,1,96317824,96370801,1,tetratricopeptide repeat domain 3 [Source:NCBI gene;Acc:107323371],TTC3,protein_coding,21,,,,,,,,,,,,,,,,,,
1180,ENSGALG00010029169,19,1332074,1337086,-1,SBDS ribosome maturation factor [Source:NCBI gene (formerly Entrezgene);Acc:417477],SBDS,protein_coding,ENSGALG00010029171,19,1337178,1418509,1,,,protein_coding,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,ENSACCG00020009565,10,31674796,31678635,-1,SBDS ribosome maturation factor [Source:NCBI gene;Acc:115347098],SBDS,protein_coding,ENSACCG00020009608,10,31679404,31810251,1,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like [Source:NCBI gene;Acc:115347096],,protein_coding,769,499,ENSCJPG00005004624,19,559363,561973,-1,SBDS ribosome maturation factor [Source:NCBI gene;Acc:107322612],SBDS,protein_coding,ENSCJPG00005004625,19,562130,605535,1,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like [Source:NCBI gene;Acc:107322608],,protein_coding,157,,,,,,,,,,,,,,,,,,
1811,ENSGALG00010007090,3,33195465,33211113,-1,CCAAT/enhancer binding protein zeta [Source:NCBI gene (formerly Entrezgene);Acc:421474],CEBPZ,protein_coding,ENSGALG00010007098,3,33211115,33217149,1,NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816],NDUFAF7,protein_coding,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,ENSACCG00020008180,13,25195328,25212539,-1,CCAAT enhancer binding protein zeta [Source:NCBI gene;Acc:115350415],CEBPZ,protein_coding,ENSACCG00020008201,13,25212631,25218971,1,NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816],NDUFAF7,protein_coding,92,749,ENSCJPG00005013295,3,30170181,30185015,-1,CCAAT enhancer binding protein zeta [Source:NCBI gene;Acc:107311248],CEBPZ,protein_coding,ENSCJPG00005013297,3,30184706,30194614,1,NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:NCBI gene;Acc:107311253],NDUFAF7,protein_coding,309,,,,,,,,,,,,,,,,,,
