Mouse_BIP number,Mouse_Gene stable ID,Mouse_Chromosome/scaffold name,Mouse_Gene start (bp),Mouse_Gene end (bp),Mouse_Strand,Mouse_Gene description,Mouse_Gene name,Mouse_Gene type,Mouse_Gene stable ID.1,Mouse_Chromosome/scaffold name.1,Mouse_Gene start (bp).1,Mouse_Gene end (bp).1,Mouse_Strand.1,Mouse_Gene description.1,Mouse_Gene name.1,Mouse_Gene type.1,Mouse_distance,Rat_BIP number,Rat_Gene stable ID,Rat_Chromosome/scaffold name,Rat_Gene start (bp),Rat_Gene end (bp),Rat_Strand,Rat_Gene description,Rat_Gene name,Rat_Gene type,Rat_Gene stable ID.1,Rat_Chromosome/scaffold name.1,Rat_Gene start (bp).1,Rat_Gene end (bp).1,Rat_Strand.1,Rat_Gene description.1,Rat_Gene name.1,Rat_Gene type.1,Rat_distance,Algerian_Mouse_BIP number,Algerian_Mouse_Gene stable ID,Algerian_Mouse_Chromosome/scaffold name,Algerian_Mouse_Gene start (bp),Algerian_Mouse_Gene end (bp),Algerian_Mouse_Strand,Algerian_Mouse_Gene description,Algerian_Mouse_Gene name,Algerian_Mouse_Gene type,Algerian_Mouse_Gene stable ID.1,Algerian_Mouse_Chromosome/scaffold name.1,Algerian_Mouse_Gene start (bp).1,Algerian_Mouse_Gene end (bp).1,Algerian_Mouse_Strand.1,Algerian_Mouse_Gene description.1,Algerian_Mouse_Gene name.1,Algerian_Mouse_Gene type.1,Algerian_Mouse_distance,Shrew_Mouse_BIP number,Shrew_Mouse_Gene stable ID,Shrew_Mouse_Chromosome/scaffold name,Shrew_Mouse_Gene start (bp),Shrew_Mouse_Gene end (bp),Shrew_Mouse_Strand,Shrew_Mouse_Gene description,Shrew_Mouse_Gene name,Shrew_Mouse_Gene type,Shrew_Mouse_Gene stable ID.1,Shrew_Mouse_Chromosome/scaffold name.1,Shrew_Mouse_Gene start (bp).1,Shrew_Mouse_Gene end (bp).1,Shrew_Mouse_Strand.1,Shrew_Mouse_Gene description.1,Shrew_Mouse_Gene name.1,Shrew_Mouse_Gene type.1,Shrew_Mouse_distance,Ryukyu_Mouse_BIP number,Ryukyu_Mouse_Gene stable ID,Ryukyu_Mouse_Chromosome/scaffold name,Ryukyu_Mouse_Gene start (bp),Ryukyu_Mouse_Gene end (bp),Ryukyu_Mouse_Strand,Ryukyu_Mouse_Gene description,Ryukyu_Mouse_Gene name,Ryukyu_Mouse_Gene type,Ryukyu_Mouse_Gene stable ID.1,Ryukyu_Mouse_Chromosome/scaffold name.1,Ryukyu_Mouse_Gene start (bp).1,Ryukyu_Mouse_Gene end (bp).1,Ryukyu_Mouse_Strand.1,Ryukyu_Mouse_Gene description.1,Ryukyu_Mouse_Gene name.1,Ryukyu_Mouse_Gene type.1,Ryukyu_Mouse_distance
3886,ENSMUSG00000009927,9,44318436,44321724,1,ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1922867],Rps25,protein_coding,ENSMUSG00000043923,9,44321456,44329866,-1,centrosomal AT-AC splicing factor [Source:MGI Symbol;Acc:MGI:2685960],Cenatac,protein_coding,268,,,,,,,,,,,,,,,,,,,2775,MGP_SPRETEiJ_G0033253,9,42782140,42784793,1,ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1922867],Rps25,protein_coding,MGP_SPRETEiJ_G0033254,9,42784548,42792383,-1,coiled-coil domain containing 84 [Source:MGI Symbol;Acc:MGI:2685960],Cenatac,protein_coding,245,352,MGP_PahariEiJ_G0014985,10,39505332,39508049,1,ribosomal protein S25 [Source:NCBI gene;Acc:110327274],Rps25,protein_coding,MGP_PahariEiJ_G0014986,10,39507808,39515370,-1,coiled-coil domain containing 84 [Source:NCBI gene;Acc:110327272],Cenatac,protein_coding,241,2758,MGP_CAROLIEiJ_G0032116,9,41274877,41277846,1,ribosomal protein S25 [Source:NCBI gene;Acc:110301299],Rps25,protein_coding,MGP_CAROLIEiJ_G0032117,9,41277601,41284882,-1,coiled-coil domain containing 84 [Source:NCBI gene;Acc:110301300],Cenatac,protein_coding,245
3904,ENSMUSG00000105991,9,48962635,48966765,-1,RIKEN cDNA 1700042D02 gene [Source:MGI Symbol;Acc:MGI:1920587],1700042D02Rik,lncRNA,ENSMUSG00000032264,9,48966913,48990075,1,zw10 kinetochore protein [Source:MGI Symbol;Acc:MGI:1349478],Zw10,protein_coding,148,,,,,,,,,,,,,,,,,,,2783,MGP_SPRETEiJ_G0007101,9,47660872,47665016,-1,RIKEN cDNA 1700042D02 gene [Source:MGI Symbol;Acc:MGI:1920587],1700042D02Rik,lincRNA,MGP_SPRETEiJ_G0033313,9,47665132,47693159,1,zw10 kinetochore protein [Source:MGI Symbol;Acc:MGI:1349478],Zw10,protein_coding,116,359,MGP_PahariEiJ_G0004259,10,44185938,44191057,-1,,,lincRNA,MGP_PahariEiJ_G0015042,10,44191173,44218595,1,zw10 kinetochore protein [Source:NCBI gene;Acc:110327643],Zw10,protein_coding,116,2764,MGP_CAROLIEiJ_G0006768,9,45923574,45928012,-1,RIKEN cDNA 1700042D02 gene [Source:MGI Symbol;Acc:MGI:1920587],1700042D02Rik,lincRNA,MGP_CAROLIEiJ_G0032174,9,45928128,45951896,1,zw10 kinetochore protein [Source:MGI Symbol;Acc:MGI:1349478],Zw10,protein_coding,116
3915,ENSMUSG00000035878,9,54824567,54857208,1,hydroxylysine kinase 1 [Source:MGI Symbol;Acc:MGI:2443139],Hykk,protein_coding,ENSMUSG00000044820,9,54857514,54858282,-1,cDNA sequence AY074887 [Source:MGI Symbol;Acc:MGI:3575512],AY074887,protein_coding,306,,,,,,,,,,,,,,,,,,,2792,MGP_SPRETEiJ_G0033376,9,53731595,53759103,1,hydroxylysine kinase 1 [Source:MGI Symbol;Acc:MGI:2443139],Hykk,protein_coding,MGP_SPRETEiJ_G0033377,9,53759405,53760158,-1,cDNA sequence AY074887 [Source:MGI Symbol;Acc:MGI:3575512],AY074887,protein_coding,302,,,,,,,,,,,,,,,,,,,2774,MGP_CAROLIEiJ_G0032236,9,51678079,51704671,1,hydroxylysine kinase [Source:NCBI gene;Acc:110301627],Hykk,protein_coding,MGP_CAROLIEiJ_G0032237,9,51704958,51705699,-1,,,protein_coding,287
3930,ENSMUSG00000032403,9,63301729,63306528,-1,RIKEN cDNA 2300009A05 gene [Source:MGI Symbol;Acc:MGI:1916728],2300009A05Rik,protein_coding,ENSMUSG00000086539,9,63305883,63475973,1,"predicted gene, 16759 [Source:MGI Symbol;Acc:MGI:4439683]",Gm16759,lncRNA,645,,,,,,,,,,,,,,,,,,,2804,MGP_SPRETEiJ_G0033471,9,62679799,62684587,-1,RIKEN cDNA 2300009A05 gene [Source:MGI Symbol;Acc:MGI:1916728],2300009A05Rik,protein_coding,MGP_SPRETEiJ_G0014624,9,62683942,62858639,1,"predicted gene, 16759 [Source:MGI Symbol;Acc:MGI:4439683]",Gm16759,processed_transcript,645,377,MGP_PahariEiJ_G0015198,10,58299778,58304518,-1,chromosome 10 C15orf61 homolog [Source:NCBI gene;Acc:110328080],2300009A05Rik,protein_coding,MGP_PahariEiJ_G0012034,10,58303874,58472014,1,"predicted gene, 16759 [Source:MGI Symbol;Acc:MGI:4439683]",Gm16759,processed_transcript,644,2784,MGP_CAROLIEiJ_G0032332,9,60561561,60566305,-1,chromosome 9 C15orf61 homolog [Source:NCBI gene;Acc:110302166],2300009A05Rik,protein_coding,MGP_CAROLIEiJ_G0013860,9,60565661,60734049,1,"predicted gene, 16759 [Source:MGI Symbol;Acc:MGI:4439683]",Gm16759,processed_transcript,644
3933,ENSMUSG00000032400,9,64044426,64080386,-1,zwilch kinetochore protein [Source:MGI Symbol;Acc:MGI:1915264],Zwilch,protein_coding,ENSMUSG00000032399,9,64080657,64085948,1,ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141],Rpl4,protein_coding,271,,,,,,,,,,,,,,,,,,,2806,MGP_SPRETEiJ_G0033477,9,63457146,63499201,-1,zwilch kinetochore protein [Source:MGI Symbol;Acc:MGI:1915264],Zwilch,protein_coding,MGP_SPRETEiJ_G0033478,9,63499471,63509998,1,ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141],Rpl4,protein_coding,270,378,MGP_PahariEiJ_G0015204,10,59046140,59083491,-1,zwilch kinetochore protein [Source:NCBI gene;Acc:110327813],Zwilch,protein_coding,MGP_PahariEiJ_G0015205,10,59083774,59089339,1,ribosomal protein L4 [Source:NCBI gene;Acc:110327217],Rpl4,protein_coding,283,2787,MGP_CAROLIEiJ_G0032338,9,61308083,61343483,-1,zwilch kinetochore protein [Source:NCBI gene;Acc:110301360],Zwilch,protein_coding,MGP_CAROLIEiJ_G0032339,9,61343765,61348937,1,ribosomal protein L4 [Source:NCBI gene;Acc:110301703],Rpl4,protein_coding,282
3967,ENSMUSG00000065596,9,89684313,89684381,-1,microRNA 184 [Source:MGI Symbol;Acc:MGI:2676848],Mir184,miRNA,ENSMUSG00000098727,9,89684923,89688108,1,RIKEN cDNA 1700017I07 gene [Source:MGI Symbol;Acc:MGI:1922756],1700017I07Rik,lncRNA,542,,,,,,,,,,,,,,,,,,,2827,MGP_SPRETEiJ_G0008724,9,89939582,89939650,-1,microRNA 184 [Source:MGI Symbol;Acc:MGI:2676848],Mir184,miRNA,MGP_SPRETEiJ_G0007139,9,89940189,89944419,1,,,lincRNA,539,,,,,,,,,,,,,,,,,,,2806,MGP_CAROLIEiJ_G0008286,9,85776041,85776109,-1,microRNA 184 [Source:MGI Symbol;Acc:MGI:2676848],Mir184,miRNA,MGP_CAROLIEiJ_G0006803,9,85776658,85780586,1,,,lincRNA,549
3970,ENSMUSG00000032407,9,95338951,95394049,-1,U2 snRNP-associated SURP domain containing [Source:MGI Symbol;Acc:MGI:1915208],U2surp,protein_coding,ENSMUSG00000101037,9,95393330,95395525,1,predicted gene 28424 [Source:MGI Symbol;Acc:MGI:5579130],Gm28424,lncRNA,719,,,,,,,,,,,,,,,,,,,2830,MGP_SPRETEiJ_G0033672,9,95704548,95762011,-1,U2 snRNP-associated SURP domain containing [Source:MGI Symbol;Acc:MGI:1915208],U2surp,protein_coding,MGP_SPRETEiJ_G0004422,9,95762166,95763498,1,predicted gene 28424 [Source:MGI Symbol;Acc:MGI:5579130],,antisense,155,400,MGP_PahariEiJ_G0015398,10,88909892,88966772,-1,U2 snRNP associated SURP domain containing [Source:NCBI gene;Acc:110327194],U2surp,protein_coding,MGP_PahariEiJ_G0002307,10,88966927,88968488,1,,,antisense,155,2807,MGP_CAROLIEiJ_G0032530,9,91056792,91108399,-1,,,protein_coding,MGP_CAROLIEiJ_G0004222,9,91108554,91109882,1,predicted gene 28424 [Source:MGI Symbol;Acc:MGI:5579130],,antisense,155
4006,ENSMUSG00000070283,9,108442736,108444633,-1,NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913956],Ndufaf3,protein_coding,ENSMUSG00000103103,9,108444667,108446855,1,RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268],4833445I07Rik,lncRNA,34,,,,,,,,,,,,,,,,,,,2860,MGP_SPRETEiJ_G0033841,9,109492750,109493805,-1,NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913956],Ndufaf3,protein_coding,MGP_SPRETEiJ_G0007172,9,109494407,109496046,1,RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268],,lincRNA,602,437,MGP_PahariEiJ_G0015564,10,102048402,102049710,-1,NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:NCBI gene;Acc:110328266],Ndufaf3,protein_coding,MGP_PahariEiJ_G0004324,10,102050315,102051945,1,RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268],,lincRNA,605,,,,,,,,,,,,,,,,,,
4007,ENSMUSG00000103103,9,108444667,108446855,1,RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268],4833445I07Rik,lncRNA,ENSMUSG00002076293,9,108445494,108445613,-1,"predicted gene, 55600 [Source:MGI Symbol;Acc:MGI:6847668]",Gm55600,miRNA,946,,,,,,,,,,,,,,,,,,,2861,MGP_SPRETEiJ_G0007172,9,109494407,109496046,1,RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268],,lincRNA,MGP_SPRETEiJ_G0008735,9,109495169,109495288,-1,"predicted gene, 24083 [Source:MGI Symbol;Acc:MGI:5453860]",Gm55600,miRNA,877,438,MGP_PahariEiJ_G0004324,10,102050315,102051945,1,RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268],,lincRNA,MGP_PahariEiJ_G0006698,10,102051071,102051190,-1,"predicted gene, 24083 [Source:MGI Symbol;Acc:MGI:5453860]",Gm55600,miRNA,874,2839,MGP_CAROLIEiJ_G0006832,9,103911901,103913542,1,RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268],,lincRNA,MGP_CAROLIEiJ_G0008296,9,103912663,103912782,-1,"predicted gene, 24083 [Source:MGI Symbol;Acc:MGI:5453860]",Gm55600,miRNA,879
4008,ENSMUSG00002076293,9,108445494,108445613,-1,"predicted gene, 55600 [Source:MGI Symbol;Acc:MGI:6847668]",Gm55600,miRNA,ENSMUSG00000105497,9,108445518,108445591,1,microRNA 191 [Source:MGI Symbol;Acc:MGI:2676855],Mir191,miRNA,95,,,,,,,,,,,,,,,,,,,2862,MGP_SPRETEiJ_G0008735,9,109495169,109495288,-1,"predicted gene, 24083 [Source:MGI Symbol;Acc:MGI:5453860]",Gm55600,miRNA,MGP_SPRETEiJ_G0008736,9,109495193,109495266,1,microRNA 191 [Source:MGI Symbol;Acc:MGI:2676855],Mir191,miRNA,95,439,MGP_PahariEiJ_G0006698,10,102051071,102051190,-1,"predicted gene, 24083 [Source:MGI Symbol;Acc:MGI:5453860]",Gm55600,miRNA,MGP_PahariEiJ_G0006699,10,102051095,102051168,1,microRNA 191 [Source:MGI Symbol;Acc:MGI:2676855],Mir191,miRNA,95,2840,MGP_CAROLIEiJ_G0008296,9,103912663,103912782,-1,"predicted gene, 24083 [Source:MGI Symbol;Acc:MGI:5453860]",Gm55600,miRNA,MGP_CAROLIEiJ_G0008297,9,103912687,103912760,1,microRNA 191 [Source:MGI Symbol;Acc:MGI:2676855],Mir191,miRNA,95
4015,ENSMUSG00000091537,9,108903636,108911655,-1,translational machinery associated 7 [Source:MGI Symbol;Acc:MGI:1913417],Tma7,protein_coding,ENSMUSG00000025645,9,108911561,108921557,1,coiled-coil domain containing 51 [Source:MGI Symbol;Acc:MGI:1913908],Ccdc51,protein_coding,94,,,,,,,,,,,,,,,,,,,2868,MGP_SPRETEiJ_G0033861,9,109976140,109986175,-1,translational machinery associated 7 [Source:MGI Symbol;Acc:MGI:1913417],Tma7,protein_coding,MGP_SPRETEiJ_G0033862,9,109986081,109997184,1,coiled-coil domain containing 51 [Source:MGI Symbol;Acc:MGI:1913908],Ccdc51,protein_coding,94,445,MGP_PahariEiJ_G0015584,10,102504234,102513037,-1,translational machinery associated 7 [Source:MGI Symbol;Acc:MGI:1913417],Tma7,protein_coding,MGP_PahariEiJ_G0015585,10,102512943,102523073,1,coiled-coil domain containing 51 [Source:NCBI gene;Acc:110328096],Ccdc51,protein_coding,94,2846,MGP_CAROLIEiJ_G0032716,9,104354573,104362614,-1,translation machinery-associated protein 7 [Source:NCBI gene;Acc:110302507],Tma7,protein_coding,MGP_CAROLIEiJ_G0032717,9,104362520,104372627,1,coiled-coil domain containing 51 [Source:NCBI gene;Acc:110301586],Ccdc51,protein_coding,94
4022,ENSMUSG00000039163,9,117893590,117979245,-1,C-X9-C motif containing 1 [Source:MGI Symbol;Acc:MGI:1915149],Cmc1,protein_coding,ENSMUSG00000097402,9,117979299,117999444,1,"predicted gene, 17399 [Source:MGI Symbol;Acc:MGI:4937033]",Gm17399,lncRNA,54,,,,,,,,,,,,,,,,,,,2874,MGP_SPRETEiJ_G0033933,9,119741401,119816618,-1,COX assembly mitochondrial protein 1 [Source:MGI Symbol;Acc:MGI:1915149],Cmc1,protein_coding,MGP_SPRETEiJ_G0007182,9,119816653,119840799,1,,,lincRNA,35,452,MGP_PahariEiJ_G0015652,10,110978326,111041511,-1,C-X9-C motif containing 1 [Source:NCBI gene;Acc:110327327],Cmc1,protein_coding,MGP_PahariEiJ_G0004332,10,111041546,111062118,1,,,lincRNA,35,2852,MGP_CAROLIEiJ_G0032786,9,113487091,113564870,-1,C-X9-C motif containing 1 [Source:NCBI gene;Acc:110301025],Cmc1,protein_coding,MGP_CAROLIEiJ_G0006841,9,113564905,113585848,1,"predicted gene, 17399 [Source:MGI Symbol;Acc:MGI:4937033]",Gm17399,lincRNA,35
4027,ENSMUSG00000097223,9,119716515,119723929,-1,predicted gene 2449 [Source:MGI Symbol;Acc:MGI:3780616],Gm2449,lncRNA,ENSMUSG00000032512,9,119723944,119755653,1,WD repeat domain 48 [Source:MGI Symbol;Acc:MGI:1914811],Wdr48,protein_coding,15,,,,,,,,,,,,,,,,,,,2878,MGP_SPRETEiJ_G0007186,9,121673844,121676023,-1,,,lincRNA,MGP_SPRETEiJ_G0033954,9,121676055,121708442,1,WD repeat domain 48 [Source:MGI Symbol;Acc:MGI:1914811],Wdr48,protein_coding,32,456,MGP_PahariEiJ_G0004336,10,112777960,112780071,-1,,,lincRNA,MGP_PahariEiJ_G0015673,10,112779911,112813541,1,WD repeat domain 48 [Source:NCBI gene;Acc:110327178],Wdr48,protein_coding,160,2856,MGP_CAROLIEiJ_G0006845,9,115308619,115310751,-1,,,lincRNA,MGP_CAROLIEiJ_G0032806,9,115310783,115345038,1,WD repeat domain 48 [Source:NCBI gene;Acc:110301400],Wdr48,protein_coding,32
4063,ENSMUSG00000064127,X,12541608,12628312,-1,mediator complex subunit 14 [Source:MGI Symbol;Acc:MGI:1349442],Med14,protein_coding,ENSMUSG00000085891,X,12628517,12687731,1,predicted gene 14634 [Source:MGI Symbol;Acc:MGI:3705147],Gm14634,lncRNA,205,,,,,,,,,,,,,,,,,,,2897,MGP_SPRETEiJ_G0034090,X,7515137,7606289,-1,mediator complex subunit 14 [Source:MGI Symbol;Acc:MGI:1349442],Med14,protein_coding,MGP_SPRETEiJ_G0014654,X,7606495,7678242,1,,,processed_transcript,206,2705,MGP_PahariEiJ_G0031485,X,5854561,5936417,-1,mediator complex subunit 14 [Source:NCBI gene;Acc:110313320],Med14,protein_coding,MGP_PahariEiJ_G0012601,X,5936614,5991409,1,,,processed_transcript,197,2876,MGP_CAROLIEiJ_G0032939,X,6526054,6607740,-1,mediator complex subunit 14 [Source:NCBI gene;Acc:110286551],Med14,protein_coding,MGP_CAROLIEiJ_G0013888,X,6607945,6667213,1,uncharacterized LOC110286724 [Source:NCBI gene;Acc:110286724],Gm14634,processed_transcript,205
4099,ENSMUSG00000085314,X,99780589,99784535,-1,predicted gene 14866 [Source:MGI Symbol;Acc:MGI:3704514],Gm14866,lncRNA,ENSMUSG00000086736,X,99784699,99793027,1,predicted gene 14902 [Source:MGI Symbol;Acc:MGI:3705109],Gm14902,lncRNA,164,,,,,,,,,,,,,,,,,,,2923,MGP_SPRETEiJ_G0014666,X,82820630,82826434,-1,,,processed_transcript,MGP_SPRETEiJ_G0007217,X,82826598,82838397,1,,,lincRNA,164,2736,MGP_PahariEiJ_G0012611,X,86798859,86802726,-1,,,processed_transcript,MGP_PahariEiJ_G0006496,X,86802890,86812435,1,,,lincRNA,164,2903,MGP_CAROLIEiJ_G0013899,X,95014908,95018770,-1,predicted gene 14866 [Source:MGI Symbol;Acc:MGI:3704514],Gm14866,processed_transcript,MGP_CAROLIEiJ_G0006876,X,95018934,95027347,1,uncharacterized LOC110286456 [Source:NCBI gene;Acc:110286456],Gm14902,lincRNA,164
4108,ENSMUSG00000087174,X,104080803,104123215,-1,RIKEN cDNA 5530601H04 gene [Source:MGI Symbol;Acc:MGI:1918695],5530601H04Rik,lncRNA,ENSMUSG00000031226,X,104123362,104160696,1,polysaccharide biosynthesis domain containing 1 [Source:MGI Symbol;Acc:MGI:1914933],Pbdc1,protein_coding,147,,,,,,,,,,,,,,,,,,,2931,MGP_SPRETEiJ_G0014669,X,87144679,87188798,-1,RIKEN cDNA 5530601H04 gene [Source:MGI Symbol;Acc:MGI:1918695],5530601H04Rik,processed_transcript,MGP_SPRETEiJ_G0034483,X,87188945,87225833,1,polysaccharide biosynthesis domain containing 1 [Source:MGI Symbol;Acc:MGI:1914933],Pbdc1,protein_coding,147,,,,,,,,,,,,,,,,,,,2911,MGP_CAROLIEiJ_G0013902,X,99159382,99199799,-1,uncharacterized LOC110287359 [Source:NCBI gene;Acc:110287359],5530601H04Rik,processed_transcript,MGP_CAROLIEiJ_G0033319,X,99199946,99238630,1,polysaccharide biosynthesis domain containing 1 [Source:NCBI gene;Acc:110286965],Pbdc1,protein_coding,147
4141,ENSMUSG00000061778,X,163719165,163763371,-1,motile sperm domain containing 2 [Source:MGI Symbol;Acc:MGI:1924013],Mospd2,protein_coding,ENSMUSG00000047757,X,163763588,163780268,1,"Fanconi anemia, complementation group B [Source:MGI Symbol;Acc:MGI:2448558]",Fancb,protein_coding,217,,,,,,,,,,,,,,,,,,,2953,MGP_SPRETEiJ_G0034736,X,142834202,142881122,-1,motile sperm domain containing 2 [Source:MGI Symbol;Acc:MGI:1924013],Mospd2,protein_coding,MGP_SPRETEiJ_G0034737,X,142881339,142898453,1,"Fanconi anemia, complementation group B [Source:MGI Symbol;Acc:MGI:2448558]",Fancb,protein_coding,217,2760,MGP_PahariEiJ_G0032105,X,142937506,142981465,-1,motile sperm domain containing 2 [Source:NCBI gene;Acc:110313481],Mospd2,protein_coding,MGP_PahariEiJ_G0032106,X,142981681,142998325,1,FA complementation group B [Source:NCBI gene;Acc:110313886],Fancb,protein_coding,216,2932,MGP_CAROLIEiJ_G0033565,X,153209753,153251886,-1,motile sperm domain containing 2 [Source:NCBI gene;Acc:110286934],Mospd2,protein_coding,MGP_CAROLIEiJ_G0033566,X,153252103,153268096,1,FA complementation group B [Source:NCBI gene;Acc:110286984],Fancb,protein_coding,217
268,ENSMUSG00000097134,10,66748268,66756037,-1,RIKEN cDNA 1110002J07 gene [Source:MGI Symbol;Acc:MGI:1915738],1110002J07Rik,lncRNA,ENSMUSG00000097921,10,66756081,66759378,1,"predicted gene, 26576 [Source:MGI Symbol;Acc:MGI:5477070]",Gm26576,lncRNA,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618,MGP_PahariEiJ_G0006437,9,32051450,32058525,-1,,,lincRNA,MGP_PahariEiJ_G0006438,9,32059173,32061963,1,,,lincRNA,648,205,MGP_CAROLIEiJ_G0004647,10,61115781,61123394,-1,RIKEN cDNA 1110002J07 gene [Source:MGI Symbol;Acc:MGI:1915738],1110002J07Rik,lincRNA,MGP_CAROLIEiJ_G0004648,10,61124033,61126763,1,,,lincRNA,639
644,ENSMUSG00000048217,11,102036339,102040303,1,N-acetylglutamate synthase [Source:MGI Symbol;Acc:MGI:2387600],Nags,protein_coding,ENSMUSG00000087339,11,102036375,102037072,-1,predicted gene 11586 [Source:MGI Symbol;Acc:MGI:3652099],Gm11586,lncRNA,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,MGP_PahariEiJ_G0018369,14,69594921,69598781,1,N-acetylglutamate synthase [Source:NCBI gene;Acc:110332410],Nags,protein_coding,MGP_PahariEiJ_G0002627,14,69594957,69595637,-1,predicted gene 11586 [Source:MGI Symbol;Acc:MGI:3652099],Gm11586,antisense,716,493,MGP_CAROLIEiJ_G0017239,11,98082794,98086740,1,N-acetylglutamate synthase [Source:NCBI gene;Acc:110305773],Nags,protein_coding,MGP_CAROLIEiJ_G0002713,11,98082830,98083526,-1,predicted gene 11586 [Source:MGI Symbol;Acc:MGI:3652099],Gm11586,antisense,732
719,ENSMUSG00000039640,11,120375439,120379891,1,mitochondrial ribosomal protein L12 [Source:MGI Symbol;Acc:MGI:1926273],Mrpl12,protein_coding,ENSMUSG00000086929,11,120380232,120383220,-1,predicted gene 11788 [Source:MGI Symbol;Acc:MGI:3649943],Gm11788,lncRNA,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,MGP_PahariEiJ_G0018648,14,87623972,87628677,1,mitochondrial ribosomal protein L12 [Source:MGI Symbol;Acc:MGI:1926273],Mrpl12,protein_coding,MGP_PahariEiJ_G0002668,14,87629039,87632077,-1,predicted gene 11788 [Source:MGI Symbol;Acc:MGI:3649943],Gm11788,antisense,362,555,MGP_CAROLIEiJ_G0017522,11,116381102,116385367,1,mitochondrial ribosomal protein L12 [Source:MGI Symbol;Acc:MGI:1926273],Mrpl12,protein_coding,MGP_CAROLIEiJ_G0002757,11,116385722,116388759,-1,predicted gene 11788 [Source:MGI Symbol;Acc:MGI:3649943],Gm11788,antisense,355
885,ENSMUSG00000043122,12,112455882,112466361,1,RIKEN cDNA A530016L24 gene [Source:MGI Symbol;Acc:MGI:2443020],A530016L24Rik,protein_coding,ENSMUSG00000054013,12,112466623,112483181,-1,transmembrane protein 179 [Source:MGI Symbol;Acc:MGI:2144891],Tmem179,protein_coding,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505,MGP_PahariEiJ_G0029907,7,106515552,106525845,1,RIKEN cDNA A530016L24 gene [Source:MGI Symbol;Acc:MGI:2443020],A530016L24Rik,protein_coding,MGP_PahariEiJ_G0029908,7,106526251,106536028,-1,transmembrane protein 179 [Source:NCBI gene;Acc:110324695],Tmem179,protein_coding,406,669,MGP_CAROLIEiJ_G0018150,12,106948653,106959179,1,RIKEN cDNA A530016L24 gene [Source:MGI Symbol;Acc:MGI:2443020],A530016L24Rik,protein_coding,MGP_CAROLIEiJ_G0018151,12,106959456,106970472,-1,transmembrane protein 179 [Source:NCBI gene;Acc:110307394],Tmem179,protein_coding,277
1391,ENSMUSG00000005983,16,3713043,3726553,-1,RIKEN cDNA 1700037C18 gene [Source:MGI Symbol;Acc:MGI:1920511],1700037C18Rik,protein_coding,ENSMUSG00000014232,16,3726665,3759011,1,clusterin associated protein 1 [Source:MGI Symbol;Acc:MGI:1924029],Cluap1,protein_coding,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,MGP_PahariEiJ_G0016100,12,185480,198765,-1,RIKEN cDNA 1700037C18 gene [Source:MGI Symbol;Acc:MGI:1920511],1700037C18Rik,protein_coding,MGP_PahariEiJ_G0016101,12,198877,231982,1,clusterin associated protein 1 [Source:NCBI gene;Acc:110329808],Cluap1,protein_coding,112,943,MGP_CAROLIEiJ_G0020392,16,170530,184913,-1,RIKEN cDNA 1700037C18 gene [Source:MGI Symbol;Acc:MGI:1920511],1700037C18Rik,protein_coding,MGP_CAROLIEiJ_G0020393,16,185026,218544,1,clusterin associated protein 1 [Source:NCBI gene;Acc:110311718],Cluap1,protein_coding,113
